Country,Region,Happiness Rank,Happiness Score,Standard Error,Family,Freedom,Generosity,Dystopia Residual,Year,Lower Confidence Interval,Upper Confidence Interval,Whisker.high,Whisker.low,country,happiness_rank,happiness_score,GDP,life_expectancy,freedom,generosity,government_corruption,dystopia_residual,family
,,,,,,,0.27,,2019,,,,,Iran,117.0,4.548,1.1,0.785,0.305,0.27,0.125,,0.842
,,,,,,,0.207,,2019,,,,,Guinea,118.0,4.534,0.38,0.375,0.332,0.207,0.086,,0.829
,,,,,,,0.043,,2019,,,,,Georgia,119.0,4.519,0.886,0.752,0.346,0.043,0.164,,0.666
,,,,,,,0.269,,2019,,,,,Gambia,120.0,4.516,0.308,0.428,0.382,0.269,0.167,,0.939
,,,,,,,0.372,,2019,,,,,Kenya,121.0,4.509,0.512,0.581,0.431,0.372,0.053,,0.983
,,,,,,,0.106,,2019,,,,,Mauritania,122.0,4.49,0.57,0.489,0.066,0.106,0.088,,1.167
,,,,,,,0.197,,2019,,,,,Mozambique,123.0,4.466,0.204,0.39,0.494,0.197,0.138,,0.986
,,,,,,,0.059,,2019,,,,,Tunisia,124.0,4.461,0.921,0.815,0.167,0.059,0.055,,1.0
,,,,,,,0.166,,2019,,,,,Bangladesh,125.0,4.456,0.562,0.723,0.527,0.166,0.143,,0.928
,,,,,,,0.148,,2019,,,,,Iraq,126.0,4.437,1.043,0.574,0.241,0.148,0.089,,0.98
,,,,,,,0.212,,2019,,,,,Congo (Kinshasa),127.0,4.418,0.094,0.357,0.269,0.212,0.053,,1.125
,,,,,,,0.153,,2019,,,,,Mali,128.0,4.39,0.385,0.308,0.327,0.153,0.052,,1.105
,,,,,,,0.252,,2019,,,,,Sierra Leone,129.0,4.374,0.268,0.242,0.309,0.252,0.045,,0.841
,,,,,,,0.244,,2019,,,,,Sri Lanka,130.0,4.366,0.949,0.831,0.47,0.244,0.047,,1.265
,,,,,,,0.566,,2019,,,,,Myanmar,131.0,4.36,0.71,0.555,0.525,0.566,0.172,,1.181
,,,,,,,0.198,,2019,,,,,Chad,132.0,4.35,0.35,0.192,0.174,0.198,0.078,,0.766
,,,,,,,0.187,,2019,,,,,Ukraine,133.0,4.332,0.82,0.739,0.178,0.187,0.01,,1.39
,,,,,,,0.209,,2019,,,,,Ethiopia,134.0,4.286,0.336,0.532,0.344,0.209,0.1,,1.033
,,,,,,,0.074,,2019,,,,,Swaziland,135.0,4.212,0.811,0.0,0.313,0.074,0.135,,1.149
,,,,,,,0.252,,2019,,,,,Uganda,136.0,4.189,0.332,0.443,0.356,0.252,0.06,,1.069
,,,,,,,0.076,,2019,,,,,Egypt,137.0,4.166,0.913,0.644,0.241,0.076,0.067,,1.039
,,,,,,,0.247,,2019,,,,,Zambia,138.0,4.107,0.578,0.426,0.431,0.247,0.087,,1.058
,,,,,,,0.177,,2019,,,,,Togo,139.0,4.085,0.275,0.41,0.293,0.177,0.085,,0.572
,,,,,,,0.2,,2019,,,,,India,140.0,4.015,0.755,0.588,0.498,0.2,0.085,,0.765
,,,,,,,0.233,,2019,,,,,Liberia,141.0,3.975,0.073,0.443,0.37,0.233,0.033,,0.922
,,,,,,,0.275,,2019,,,,,Comoros,142.0,3.973,0.274,0.505,0.142,0.275,0.078,,0.757
,,,,,,,0.169,,2019,,,,,Madagascar,143.0,3.933,0.274,0.555,0.148,0.169,0.041,,0.916
,,,,,,,0.107,,2019,,,,,Lesotho,144.0,3.802,0.489,0.168,0.359,0.107,0.093,,1.169
,,,,,,,0.176,,2019,,,,,Burundi,145.0,3.775,0.046,0.38,0.22,0.176,0.18,,0.447
,,,,,,,0.151,,2019,,,,,Zimbabwe,146.0,3.663,0.366,0.433,0.361,0.151,0.089,,1.114
,,,,,,,0.419,,2019,,,,,Haiti,147.0,3.597,0.323,0.449,0.026,0.419,0.11,,0.688
,,,,,,,0.025,,2019,,,,,Botswana,148.0,3.488,1.041,0.538,0.455,0.025,0.1,,1.145
,,,,,,,0.331,,2019,,,,,Syria,149.0,3.462,0.619,0.44,0.013,0.331,0.141,,0.378
,,,,,,,0.218,,2019,,,,,Malawi,150.0,3.41,0.191,0.495,0.443,0.218,0.089,,0.56
,,,,,,,0.108,,2019,,,,,Yemen,151.0,3.38,0.287,0.463,0.143,0.108,0.077,,1.163
,,,,,,,0.217,,2019,,,,,Rwanda,152.0,3.334,0.359,0.614,0.555,0.217,0.411,,0.711
,,,,,,,0.276,,2019,,,,,Tanzania,153.0,3.231,0.476,0.499,0.417,0.276,0.147,,0.885
,,,,,,,0.158,,2019,,,,,Afghanistan,154.0,3.203,0.35,0.361,0.0,0.158,0.025,,0.517
,,,,,,,0.235,,2019,,,,,Central African Republic,155.0,3.083,0.026,0.105,0.225,0.235,0.035,,0.0
,,,,,,,0.202,,2019,,,,,South Sudan,156.0,2.853,0.306,0.295,0.01,0.202,0.091,,0.575
